,hour,name,temperature,mean_temperature,temperature_deviation
217,19,Riedstrasse,20.768589743589743,20.330157342657344,0.438432400932399
218,19,Stadtgarten,19.492948717948718,20.330157342657344,-0.8372086247086266
219,19,Stephansplatz,20.986858974358974,20.330157342657344,0.6567016317016297
220,20,Bodanplatz,19.992307692307694,19.39443473193473,0.597872960372964
221,20,Döbele,19.74775641025641,19.39443473193473,0.3533216783216808
222,20,Friedrichstrasse,19.42724358974359,19.39443473193473,0.03280885780885967
223,20,Fähre Staad,19.31378205128205,19.39443473193473,-0.08065268065267972
224,20,Herose-Park,18.940705128205128,19.39443473193473,-0.45372960372960236
225,20,Hörnle,18.375320512820515,19.39443473193473,-1.0191142191142148
226,20,Mainaustrasse,19.36570512820513,19.39443473193473,-0.02872960372960165
227,20,Marktstätte,19.872435897435896,19.39443473193473,0.47800116550116556
228,20,Riedstrasse,19.508333333333333,19.39443473193473,0.11389860139860275
229,20,Stadtgarten,18.75801282051282,19.39443473193473,-0.636421911421909
230,20,Stephansplatz,20.03717948717949,19.39443473193473,0.6427447552447596
231,21,Bodanplatz,18.98044871794872,18.375276806526806,0.6051719114219125
232,21,Döbele,18.474358974358974,18.375276806526806,0.09908216783216872
233,21,Friedrichstrasse,18.308012820512822,18.375276806526806,-0.06726398601398387
234,21,Fähre Staad,18.49070512820513,18.375276806526806,0.11542832167832273
235,21,Herose-Park,18.02900641025641,18.375276806526806,-0.3462703962703948
236,21,Hörnle,17.4900641025641,18.375276806526806,-0.8852127039627042
237,21,Mainaustrasse,18.281089743589742,18.375276806526806,-0.09418706293706336
238,21,Marktstätte,18.98301282051282,18.375276806526806,0.6077360139860133
239,21,Riedstrasse,18.13621794871795,18.375276806526806,-0.23905885780885683
240,21,Stadtgarten,17.940384615384612,18.375276806526806,-0.43489219114219324
241,21,Stephansplatz,19.014743589743592,18.375276806526806,0.6394667832167862
242,22,Bodanplatz,18.156410256410258,17.528841297591296,0.6275689588189621
243,22,Döbele,17.43541666666667,17.528841297591296,-0.09342463092462694
244,22,Friedrichstrasse,17.410897435897436,17.528841297591296,-0.11794386169385973
245,22,Fähre Staad,17.766025641025642,17.528841297591296,0.2371843434343468
246,22,Herose-Park,17.21666666666667,17.528841297591296,-0.31217463092462694
247,22,Hörnle,16.819871794871794,17.528841297591296,-0.7089695027195013
248,22,Mainaustrasse,17.41698717948718,17.528841297591296,-0.11185411810411594
249,22,Marktstätte,18.207478632478633,17.528841297591296,0.6786373348873376
250,22,Riedstrasse,16.99775641025641,17.528841297591296,-0.5310848873348846
251,22,Stadtgarten,17.228846153846153,17.528841297591296,-0.2999951437451429
252,22,Stephansplatz,18.160897435897436,17.528841297591296,0.6320561383061403
253,23,Bodanplatz,17.47596153846154,16.850339937839937,0.6256216006216029
254,23,Döbele,16.65673076923077,16.850339937839937,-0.19360916860916788
255,23,Friedrichstrasse,16.68621794871795,16.850339937839937,-0.1641219891219876
256,23,Fähre Staad,17.14519230769231,16.850339937839937,0.2948523698523715
257,23,Herose-Park,16.577564102564104,16.850339937839937,-0.2727758352758336
258,23,Hörnle,16.263141025641026,16.850339937839937,-0.587198912198911
259,23,Mainaustrasse,16.739423076923078,16.850339937839937,-0.11091686091685915
260,23,Marktstätte,17.54989316239316,16.850339937839937,0.6995532245532239
261,23,Riedstrasse,16.180929487179487,16.850339937839937,-0.6694104506604504
262,23,Stadtgarten,16.610576923076923,16.850339937839937,-0.23976301476301387
263,23,Stephansplatz,17.468108974358977,16.850339937839937,0.6177690365190394
